2017-04-13T15:30:35.435 === D:\IDR\workspace\Java_Final_Test\contoh2.txt
2017-04-13T15:45:29.050 === D:\IDR\workspace\Java_Final_Test\contoh3.txt
2017-04-13T16:02:56.469 === D:\IDR\workspace\Java_Final_Test\Testing_File.txt
2017-04-13T16:27:44.870 === D:\IDR\workspace\Java_Final_Test\Testing_File.txt
2017-04-13T16:27:56.794 === D:\IDR\workspace\Java_Final_Test\Testing_File2.txt
